380,0.001047213
385,0.001901568
390,0.003529337
395,0.006706839
400,0.013033871
405,0.026017352
410,0.052642086
415,0.090647068
420,0.156526079
425,0.21339279
430,0.28954603
435,0.365751023
440,0.458030199
445,0.540623471
450,0.631540005
455,0.718151915
460,0.807564962
465,0.895578435
470,0.981204785
475,1.046721155
480,1.101320532
485,1.129853312
490,1.140550155
495,1.131451176
500,1.101716313
505,1.051927903
510,0.984167156
515,0.895598149
520,0.797960869
525,0.695076498
530,0.59229763
535,0.493325919
540,0.401139737
545,0.318367697
550,0.24604205
555,0.184832867
560,0.135184418
565,0.096200522
570,0.066951743
575,0.04563215
580,0.030651985
585,0.020373016
590,0.013447247
595,0.008821352
600,0.005779013
605,0.003783961
610,0.00248295
615,0.001634572
620,0.001080458
625,0.000715864
630,0.000476699
635,0.000319127
640,0.000214812
645,0.000145234
650,9.87E-05
655,6.75E-05
660,4.64E-05
665,3.21E-05
670,2.23E-05
675,1.56E-05
680,1.09E-05
685,7.70E-06
690,5.46E-06
695,3.89E-06
700,2.78E-06
705,2.00E-06
710,1.44E-06
715,1.05E-06
720,7.63E-07
725,5.58E-07
730,4.10E-07
735,3.03E-07
740,2.24E-07
745,1.67E-07
750,1.25E-07
755,9.35E-08
760,7.03E-08
765,5.31E-08
770,4.03E-08
775,3.07E-08
780,2.34E-08
